sample_name,cluster_16S,cluster_18S,replicate,serial_number,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,station,region,distance,degrees_latitude,degrees_longitude,Chla_wsw,Chla_<20,Chla_>20,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_procesing,size_fraction,env_material,sample_type,temp,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen,phosphate,silicate,nitrate,nitrite,nitrate_nitrite,nh4,dic,total_alkalinity,pCO2_uncorrected,pH_uncorrected,carbonate,OMEGA_AR,pH_corrected,pCO2_corrected,dna_sample_number,dna_conc,dna_yield,dna_yield_filtered,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata,seascape_class,seascape_probability,seascape_window,transmittance,fluorescence,Hydrogen_ion,alk_dic_ratio,alk_dic_oa
GOMECC4_CANCUN_Sta118_DCM_B,Cluster 2,Cluster 2,B,GOMECC4_406,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,22:00-04:00,Sta118,CANCUN,offshore,21.633,86.242,0.202,0.193,0.009,64,DCM,15,2080,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.976,36.346,64,27.976_118,27.976_64,184.7,190.648,0.04388,1.13206,0.0585,0.00975,0.06826,0.21452,2054.1,2382.28,312.05,8.05883,220.215,3.691,8.019,436,406,1.424,213.6,102.6923077,Plate6,GOMECC2021_Plate6,6,F1,118_64,WBTSRHB,RB2103,10/16/21,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 1.,3,0.41164425,8-day,4.4612,0.0392,9.57E-09,1.159768268,Low
GOMECC4_CANCUN_Sta118_DCM_C,Cluster 2,Cluster 2,C,GOMECC4_407,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,22:00-04:00,Sta118,CANCUN,offshore,21.633,86.242,0.202,0.193,0.009,64,DCM,15,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.976,36.346,64,27.976_118,27.976_64,184.7,190.648,0.04388,1.13206,0.0585,0.00975,0.06826,0.21452,2054.1,2382.28,312.05,8.05883,220.215,3.691,8.019,436,407,0.9462,141.93,68.89805825,Plate6,GOMECC2021_Plate6,9,A2,118_64,WBTSRHB,RB2103,10/16/21,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.41164425,8-day,4.4612,0.0392,9.57E-09,1.159768268,Low
GOMECC4_LA_Sta45_DCM_A,Cluster 1,Cluster 1,A,GOMECC4_150,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired Good,9/26/21,08:09-04:00,Sta45,LA,inshore,28.935,90.123,NA,NA,NA,9,DCM,4,1180,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.728,26.697,9,26.728_45,26.728_9,232.8,232.333,0.22194,2.19481,0.03928,0.02651,0.0658,0.18069,1891.67,2194.45,238.01,8.16238,143.238,3.723,8.154,305,150,3.851,577.65,489.5338983,Plate1,GOMECC2021_Plate1,53,E7,45_9,WBTSRHB,RB2103,9/26/21,12:24+00:00,28.935_90.123,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,21,0.864947438,8-day,4.5723,0.1114,7.01E-09,1.16005963,High
GOMECC4_LA_Sta45_DCM_B,Cluster 1,Cluster 1,B,GOMECC4_151,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired Good,9/26/21,08:09-04:00,Sta45,LA,inshore,28.935,90.123,NA,NA,NA,9,DCM,4,1100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.728,26.697,9,26.728_45,26.728_9,232.8,232.333,0.22194,2.19481,0.03928,0.02651,0.0658,0.18069,1891.67,2194.45,238.01,8.16238,143.238,3.723,8.154,305,151,1.721,258.15,234.6818182,Plate1,GOMECC2021_Plate1,62,F8,45_9,WBTSRHB,RB2103,9/26/21,12:24+00:00,28.935_90.123,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,21,0.864947438,8-day,4.5723,0.1114,7.01E-09,1.16005963,High
GOMECC4_LA_Sta45_DCM_C,Cluster 1,Cluster 1,C,GOMECC4_152,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,Fired Good.,9/26/21,08:09-04:00,Sta45,LA,inshore,28.935,90.123,NA,NA,NA,9,DCM,4,1240,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,26.728,26.697,9,26.728_45,26.728_9,232.8,232.333,0.22194,2.19481,0.03928,0.02651,0.0658,0.18069,1891.67,2194.45,238.01,8.16238,143.238,3.723,8.154,305,152,3.334,500.1,403.3064516,Plate1,GOMECC2021_Plate1,46,F6,45_9,WBTSRHB,RB2103,9/26/21,12:24+00:00,28.935_90.123,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,21,0.864947438,8-day,4.5723,0.1114,7.01E-09,1.16005963,High
GOMECC4_BROWNSVILLE_Sta63_DCM_A,Cluster 1,Cluster 1,A,GOMECC4_207,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/2/21,14:27-04:00,Sta63,BROWNSVILLE,inshore,26.061,96.807,NA,NA,NA,10,DCM,3,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.277,35.707,10,29.2769999999999_63,29.2769999999999_10,190.6,190,0.11903,5.64726,0,0.00878,0.0039,0.19904,2068.22,2399.61,298,8.0702,227.411,3.82,8.011,452,207,4.422,663.3,349.1052632,Plate1,GOMECC2021_Plate1,37,E5,63_10,WBTSRHB,RB2103,9/30/21,6:39+00:00,26.061_96.807,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 6.,15,0.517906845,8-day,4.6195,0.0409,9.75E-09,1.160229569,High
GOMECC4_BROWNSVILLE_Sta63_DCM_B,Cluster 1,Cluster 1,B,GOMECC4_208,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/21,14:27-04:00,Sta63,BROWNSVILLE,inshore,26.061,96.807,NA,NA,NA,10,DCM,3,1780,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.277,35.707,10,29.2769999999999_63,29.2769999999999_10,190.6,190,0.11903,5.64726,0,0.00878,0.0039,0.19904,2068.22,2399.61,298,8.0702,227.411,3.82,8.011,452,208,3.719,557.85,313.3988764,Plate1,GOMECC2021_Plate1,41,A6,63_10,WBTSRHB,RB2103,9/30/21,6:39+00:00,26.061_96.807,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Filter clogged.,,15,0.517906845,8-day,4.6218,0.0409,9.75E-09,1.160229569,High
GOMECC4_BROWNSVILLE_Sta63_DCM_C,Cluster 1,Cluster 1,C,GOMECC4_209,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/2/21,14:27-04:00,Sta63,BROWNSVILLE,inshore,26.061,96.807,NA,NA,NA,10,DCM,3,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.277,35.707,10,29.2769999999999_63,29.2769999999999_10,190.6,190,0.11903,5.64726,0,0.00878,0.0039,0.19904,2068.22,2399.61,298,8.0702,227.411,3.82,8.011,452,209,3.221,483.15,236.8382353,Plate1,GOMECC2021_Plate1,39,G5,63_10,WBTSRHB,RB2103,9/30/21,6:39+00:00,26.061_96.807,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.517906845,8-day,4.6195,0.0409,9.75E-09,1.160229569,High
GOMECC4_CAPECORAL_Sta131_Deep_A,Cluster 1,Cluster 1,A,GOMECC4_441,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,33,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.447,35.987,34,28.447_131,28.447_33,4.2548,191.296,0.04584,2.89382,0.2136,0.01463,0.22823,0.29065,2055.71,2385.57,308.77,8.06458,215.528,3.752,8.02,438,441,0.5689,85.335,42.6675,Plate5,GOMECC2021_Plate5,94,F12,131_33,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Mid-depth = 25 m.,,15,0.450101376,8-day,4.6091,0.0391,9.55E-09,1.160460376,High
GOMECC4_CAPECORAL_Sta131_Deep_B,Cluster 1,Cluster 1,B,GOMECC4_442,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,33,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.447,35.987,34,28.447_131,28.447_33,4.2548,191.296,0.04584,2.89382,0.2136,0.01463,0.22823,0.29065,2055.71,2385.57,308.77,8.06458,215.528,3.752,8.02,438,442,1.278,191.7,96.81818182,Plate5,GOMECC2021_Plate5,91,C12,131_33,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.6091,0.0391,9.55E-09,1.160460376,High
GOMECC4_CAPECORAL_Sta131_Deep_C,Cluster 1,Cluster 1,C,GOMECC4_443,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,33,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.447,35.987,34,28.447_131,28.447_33,4.2548,191.296,0.04584,2.89382,0.2136,0.01463,0.22823,0.29065,2055.71,2385.57,308.77,8.06458,215.528,3.752,8.02,438,443,1.129,169.35,83.83663366,Plate5,GOMECC2021_Plate5,89,A12,131_33,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.6091,0.0391,9.55E-09,1.160460376,High
GOMECC4_MERIDA_Sta94_Deep_A,Cluster 1,Cluster 1,A,GOMECC4_309,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/10/21,18:35-04:00,Sta94,MERIDA,inshore,21.701,89.667,0.364,0.283,0.081,22,Deep,3,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.803,36.496,22,27.803_94,27.803_22,4.4468,201.765,0.02828,0.95484,0,0.00878,0.00488,0.26041,2067.45,2399.48,320.51,8.05088,223.906,3.751,8.025,434,309,3.191,478.65,227.9285714,Plate2,GOMECC2021_Plate2,91,C12,94_22,WBTSRHB,RB2103,10/10/21,22:44+00:00,21.701_89.667,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 7.,15,0.980029523,8-day,4.6735,0.0397,9.44E-09,1.160598805,High
GOMECC4_MERIDA_Sta94_Deep_B,Cluster 1,Cluster 1,B,GOMECC4_310,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/10/21,18:35-04:00,Sta94,MERIDA,inshore,21.701,89.667,0.364,0.283,0.081,22,Deep,3,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.803,36.496,22,27.803_94,27.803_22,4.4468,201.765,0.02828,0.95484,0,0.00878,0.00488,0.26041,2067.45,2399.48,320.51,8.05088,223.906,3.751,8.025,434,310,2.616,392.4,190.4854369,Plate2,GOMECC2021_Plate2,94,F12,94_22,WBTSRHB,RB2103,10/10/21,22:44+00:00,21.701_89.667,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.980029523,8-day,4.6735,0.0397,9.44E-09,1.160598805,High
GOMECC4_MERIDA_Sta94_Deep_C,Cluster 1,Cluster 1,C,GOMECC4_311,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/10/21,18:35-04:00,Sta94,MERIDA,inshore,21.701,89.667,0.364,0.283,0.081,22,Deep,3,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.803,36.496,22,27.803_94,27.803_22,4.4468,201.765,0.02828,0.95484,0,0.00878,0.00488,0.26041,2067.45,2399.48,320.51,8.05088,223.906,3.751,8.025,434,311,4.134,620.1,301.0194175,Plate2,GOMECC2021_Plate2,89,A12,94_22,WBTSRHB,RB2103,10/10/21,22:44+00:00,21.701_89.667,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.980029523,8-day,4.6735,0.0397,9.44E-09,1.160598805,High
GOMECC4_TAMPICO_Sta76_Deep_A,Cluster 1,Cluster 1,A,GOMECC4_231,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/21,19:40-04:00,Sta76,TAMPICO,inshore,22.274,97.639,0.551,0.692,0,33,Deep,5,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,36.219,34,28.636_76,28.636_33,185.4,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,2407.97,306.785,8.06496,226.745,3.795,8.016,446,231,2.647,397.05,218.1593407,Plate3,GOMECC2021_Plate3,74,B10,76_33,WBTSRHB,RB2103,10/5/21,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Deep filters clogged.,,13,1,8-day,4.6484,0.0568,9.64E-09,1.160668839,High
GOMECC4_TAMPICO_Sta76_Deep_B,Cluster 1,Cluster 1,B,GOMECC4_232,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/5/21,19:40-04:00,Sta76,TAMPICO,inshore,22.274,97.639,0.551,0.692,0,33,Deep,5,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,36.219,34,28.636_76,28.636_33,185.4,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,2407.97,306.785,8.06496,226.745,3.795,8.016,446,232,0.01374,2.061,1.120108696,Plate3,GOMECC2021_Plate3,82,B11,76_33,WBTSRHB,RB2103,10/5/21,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,1,8-day,4.6484,0.0568,9.64E-09,1.160668839,High
GOMECC4_TAMPICO_Sta76_Deep_C,Cluster 1,Cluster 1,C,GOMECC4_233,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/21,19:40-04:00,Sta76,TAMPICO,inshore,22.274,97.639,0.551,0.692,0,33,Deep,5,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,36.219,34,28.636_76,28.636_33,185.4,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,2407.97,306.785,8.06496,226.745,3.795,8.016,446,233,3.63,544.5,295.923913,Plate3,GOMECC2021_Plate3,75,C10,76_33,WBTSRHB,RB2103,10/5/21,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,1,8-day,4.6484,0.0568,9.64E-09,1.160668839,High
GOMECC4_CATOCHE_Sta115_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_390,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,12:40-04:00,Sta115,CATOCHE,inshore,21.948,86.992,0.382,0.259,0.123,3,Surface,9,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.464,36.308,3,28.464_115,28.464_3,188.2,193.048,0.04973,1.49203,0,0.04778,0.03803,0.19699,2051.94,2381.82,316.86,8.05281,220.518,3.751,8.017,440,390,2.899,434.85,213.1617647,Plate5,GOMECC2021_Plate5,36,D5,115_3,WBTSRHB,RB2103,10/15/21,16:47+00:00,21.948_86.992,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.940658033,8-day,4.6258,0.0369,9.62E-09,1.160764935,High
GOMECC4_CATOCHE_Sta115_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_391,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,12:40-04:00,Sta115,CATOCHE,inshore,21.948,86.992,0.382,0.259,0.123,3,Surface,9,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.464,36.308,3,28.464_115,28.464_3,188.2,193.048,0.04973,1.49203,0,0.04778,0.03803,0.19699,2051.94,2381.82,316.86,8.05281,220.518,3.751,8.017,440,391,2.909,436.35,224.9226804,Plate5,GOMECC2021_Plate5,35,C5,115_3,WBTSRHB,RB2103,10/15/21,16:47+00:00,21.948_86.992,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.940658033,8-day,4.6258,0.0369,9.62E-09,1.160764935,High
GOMECC4_CATOCHE_Sta115_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_392,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,12:40-04:00,Sta115,CATOCHE,inshore,21.948,86.992,0.382,0.259,0.123,3,Surface,9,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.464,36.308,3,28.464_115,28.464_3,188.2,193.048,0.04973,1.49203,0,0.04778,0.03803,0.19699,2051.94,2381.82,316.86,8.05281,220.518,3.751,8.017,440,392,3.847,577.05,288.525,Plate5,GOMECC2021_Plate5,31,G4,115_3,WBTSRHB,RB2103,10/15/21,16:47+00:00,21.948_86.992,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 8.,15,0.940658033,8-day,4.6258,0.0369,9.62E-09,1.160764935,High
GOMECC4_CAPECORAL_Sta131_DCM_A,Cluster 1,Cluster 1,A,GOMECC4_444,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,24,DCM,4,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.445,35.987,24,28.445_131,28.445_24,185.6,190.165,0.04974,2.92796,0.11216,0.00975,0.12192,0.18629,2055.17,2386.46,308.39,8.06489,224.434,3.772,8.022,436,444,2.325,348.75,174.375,Plate5,GOMECC2021_Plate5,4,D1,131_24,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 10 used.,15,0.450101376,8-day,4.6638,0.0391,9.51E-09,1.161198344,High
GOMECC4_CAPECORAL_Sta131_DCM_B,Cluster 1,Cluster 1,B,GOMECC4_445,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,24,DCM,4,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.445,35.987,24,28.445_131,28.445_24,185.6,190.165,0.04974,2.92796,0.11216,0.00975,0.12192,0.18629,2055.17,2386.46,308.39,8.06489,224.434,3.772,8.022,436,445,1.796,269.4,132.0588235,Plate6,GOMECC2021_Plate6,7,G1,131_24,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.6638,0.0391,9.51E-09,1.161198344,High
GOMECC4_CAPECORAL_Sta131_DCM_C,Cluster 1,Cluster 1,C,GOMECC4_446,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,12:31-04:00,Sta131,CAPECORAL,inshore,26.729,83.101,NA,NA,NA,24,DCM,4,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.445,35.987,24,28.445_131,28.445_24,185.6,190.165,0.04974,2.92796,0.11216,0.00975,0.12192,0.18629,2055.17,2386.46,308.39,8.06489,224.434,3.772,8.022,436,446,0.4231,63.465,31.7325,Plate6,GOMECC2021_Plate6,14,F2,131_24,WBTSRHB,RB2103,10/19/21,16:38+00:00,26.729_83.101,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.6638,0.0391,9.51E-09,1.161198344,High
